example_id,fidelity_level,independent_tokens,nested_tokens,structural_gap,structural_gap_normalized
5a739d8755429978a71e9048,0.6,54,54,0,0.0
5a739d8755429978a71e9048,0.7,54,54,0,0.0
5a739d8755429978a71e9048,0.8,54,54,0,0.0
5a739d8755429978a71e9048,0.9,54,54,0,0.0
5a739d8755429978a71e9048,0.95,54,54,0,0.0
5a745e1455429929fddd83fd,0.6,59,59,0,0.0
5a745e1455429929fddd83fd,0.7,59,59,0,0.0
5a745e1455429929fddd83fd,0.8,59,59,0,0.0
5a745e1455429929fddd83fd,0.9,59,59,0,0.0
5a745e1455429929fddd83fd,0.95,59,59,0,0.0
5a78d35e55429974737f78c3,0.6,26,26,0,0.0
5a78d35e55429974737f78c3,0.7,26,26,0,0.0
5a78d35e55429974737f78c3,0.8,26,26,0,0.0
5a78d35e55429974737f78c3,0.9,26,26,0,0.0
5a78d35e55429974737f78c3,0.95,26,26,0,0.0
5a7a43245542994f819ef19d,0.6,68,68,0,0.0
5a7a43245542994f819ef19d,0.7,68,68,0,0.0
5a7a43245542994f819ef19d,0.8,68,68,0,0.0
5a7a43245542994f819ef19d,0.9,68,68,0,0.0
5a7a43245542994f819ef19d,0.95,68,68,0,0.0
5a7cd7f055429909bec7683e,0.6,88,88,0,0.0
5a7cd7f055429909bec7683e,0.7,,,,
5a7cd7f055429909bec7683e,0.8,,,,
5a7cd7f055429909bec7683e,0.9,,,,
5a7cd7f055429909bec7683e,0.95,,,,
5a7d2b2b5542995ed0d1661b,0.6,,,,
5a7d2b2b5542995ed0d1661b,0.7,,,,
5a7d2b2b5542995ed0d1661b,0.8,,,,
5a7d2b2b5542995ed0d1661b,0.9,,,,
5a7d2b2b5542995ed0d1661b,0.95,,,,
5a7ddc5a5542995f4f4022da,0.6,48,48,0,0.0
5a7ddc5a5542995f4f4022da,0.7,95,95,0,0.0
5a7ddc5a5542995f4f4022da,0.8,95,95,0,0.0
5a7ddc5a5542995f4f4022da,0.9,95,95,0,0.0
5a7ddc5a5542995f4f4022da,0.95,95,95,0,0.0
5a7e4af3554299495941998c,0.6,85,85,0,0.0
5a7e4af3554299495941998c,0.7,85,85,0,0.0
5a7e4af3554299495941998c,0.8,85,85,0,0.0
5a7e4af3554299495941998c,0.9,85,85,0,0.0
5a7e4af3554299495941998c,0.95,85,85,0,0.0
5a85597c5542997175ce1fba,0.6,45,45,0,0.0
5a85597c5542997175ce1fba,0.7,98,98,0,0.0
5a85597c5542997175ce1fba,0.8,98,98,0,0.0
5a85597c5542997175ce1fba,0.9,98,98,0,0.0
5a85597c5542997175ce1fba,0.95,98,98,0,0.0
5a8900c75542997e5c09a6ed,0.6,64,64,0,0.0
5a8900c75542997e5c09a6ed,0.7,64,64,0,0.0
5a8900c75542997e5c09a6ed,0.8,64,64,0,0.0
5a8900c75542997e5c09a6ed,0.9,64,64,0,0.0
5a8900c75542997e5c09a6ed,0.95,64,64,0,0.0
5a8ae00e5542992d82986fc7,0.6,,,,
5a8ae00e5542992d82986fc7,0.7,,,,
5a8ae00e5542992d82986fc7,0.8,,,,
5a8ae00e5542992d82986fc7,0.9,,,,
5a8ae00e5542992d82986fc7,0.95,,,,
5a8bd43c5542997f31a41dd6,0.6,99,99,0,0.0
5a8bd43c5542997f31a41dd6,0.7,127,127,0,0.0
5a8bd43c5542997f31a41dd6,0.8,127,127,0,0.0
5a8bd43c5542997f31a41dd6,0.9,127,127,0,0.0
5a8bd43c5542997f31a41dd6,0.95,127,127,0,0.0
5a906f9f5542995b442420b3,0.6,97,97,0,0.0
5a906f9f5542995b442420b3,0.7,97,97,0,0.0
5a906f9f5542995b442420b3,0.8,97,97,0,0.0
5a906f9f5542995b442420b3,0.9,97,97,0,0.0
5a906f9f5542995b442420b3,0.95,97,97,0,0.0
5ab2ac3d55429929539467ce,0.6,57,57,0,0.0
5ab2ac3d55429929539467ce,0.7,57,57,0,0.0
5ab2ac3d55429929539467ce,0.8,57,57,0,0.0
5ab2ac3d55429929539467ce,0.9,57,57,0,0.0
5ab2ac3d55429929539467ce,0.95,57,57,0,0.0
5ab42a2b5542996a3a969f5a,0.6,72,72,0,0.0
5ab42a2b5542996a3a969f5a,0.7,159,159,0,0.0
5ab42a2b5542996a3a969f5a,0.8,159,159,0,0.0
5ab42a2b5542996a3a969f5a,0.9,159,159,0,0.0
5ab42a2b5542996a3a969f5a,0.95,159,159,0,0.0
5ab48f245542990594ba9c66,0.6,,,,
5ab48f245542990594ba9c66,0.7,,,,
5ab48f245542990594ba9c66,0.8,,,,
5ab48f245542990594ba9c66,0.9,,,,
5ab48f245542990594ba9c66,0.95,,,,
5ab5ec795542997d4ad1f252,0.6,71,71,0,0.0
5ab5ec795542997d4ad1f252,0.7,71,71,0,0.0
5ab5ec795542997d4ad1f252,0.8,71,71,0,0.0
5ab5ec795542997d4ad1f252,0.9,71,71,0,0.0
5ab5ec795542997d4ad1f252,0.95,71,71,0,0.0
5ab67772554299110f219a12,0.6,119,119,0,0.0
5ab67772554299110f219a12,0.7,119,119,0,0.0
5ab67772554299110f219a12,0.8,119,119,0,0.0
5ab67772554299110f219a12,0.9,119,119,0,0.0
5ab67772554299110f219a12,0.95,119,119,0,0.0
5aba7c7155429955dce3ee58,0.6,87,87,0,0.0
5aba7c7155429955dce3ee58,0.7,87,87,0,0.0
5aba7c7155429955dce3ee58,0.8,87,87,0,0.0
5aba7c7155429955dce3ee58,0.9,,,,
5aba7c7155429955dce3ee58,0.95,,,,
5abbb116554299642a094b1d,0.6,85,85,0,0.0
5abbb116554299642a094b1d,0.7,85,85,0,0.0
5abbb116554299642a094b1d,0.8,85,85,0,0.0
5abbb116554299642a094b1d,0.9,85,85,0,0.0
5abbb116554299642a094b1d,0.95,85,85,0,0.0
5abf931f5542990832d3a158,0.6,75,75,0,0.0
5abf931f5542990832d3a158,0.7,75,75,0,0.0
5abf931f5542990832d3a158,0.8,75,75,0,0.0
5abf931f5542990832d3a158,0.9,75,75,0,0.0
5abf931f5542990832d3a158,0.95,75,75,0,0.0
5ac13f425542991316484a96,0.6,74,74,0,0.0
5ac13f425542991316484a96,0.7,148,148,0,0.0
5ac13f425542991316484a96,0.8,148,148,0,0.0
5ac13f425542991316484a96,0.9,148,148,0,0.0
5ac13f425542991316484a96,0.95,148,148,0,0.0
5adbf34955429947ff173862,0.6,28,28,0,0.0
5adbf34955429947ff173862,0.7,28,28,0,0.0
5adbf34955429947ff173862,0.8,28,28,0,0.0
5adbf34955429947ff173862,0.9,28,28,0,0.0
5adbf34955429947ff173862,0.95,28,28,0,0.0
5adddb415542992200553b61,0.6,,,,
5adddb415542992200553b61,0.7,,,,
5adddb415542992200553b61,0.8,,,,
5adddb415542992200553b61,0.9,,,,
