example_id,fidelity_level,independent_tokens,nested_tokens,structural_gap,structural_gap_normalized
5a739d8755429978a71e9048,0.2,28,28,0,0.0
5a739d8755429978a71e9048,0.28571428571428575,28,28,0,0.0
5a739d8755429978a71e9048,0.3333333333333333,28,28,0,0.0
5a739d8755429978a71e9048,0.4,28,28,0,0.0
5a739d8755429978a71e9048,0.5,28,28,0,0.0
5a739d8755429978a71e9048,0.6666666666666666,54,54,0,0.0
5a739d8755429978a71e9048,0.8,54,54,0,0.0
5a739d8755429978a71e9048,0.8571428571428571,54,54,0,0.0
5a739d8755429978a71e9048,1.0,54,54,0,0.0
5a745e1455429929fddd83fd,0.2,28,28,0,0.0
5a745e1455429929fddd83fd,0.28571428571428575,28,28,0,0.0
5a745e1455429929fddd83fd,0.3333333333333333,28,28,0,0.0
5a745e1455429929fddd83fd,0.4,28,28,0,0.0
5a745e1455429929fddd83fd,0.5,28,28,0,0.0
5a745e1455429929fddd83fd,0.6666666666666666,59,59,0,0.0
5a745e1455429929fddd83fd,0.8,59,59,0,0.0
5a745e1455429929fddd83fd,0.8571428571428571,59,59,0,0.0
5a745e1455429929fddd83fd,1.0,59,59,0,0.0
5a78d35e55429974737f78c3,0.2,26,26,0,0.0
5a78d35e55429974737f78c3,0.28571428571428575,26,26,0,0.0
5a78d35e55429974737f78c3,0.3333333333333333,26,26,0,0.0
5a78d35e55429974737f78c3,0.4,26,26,0,0.0
5a78d35e55429974737f78c3,0.5,26,26,0,0.0
5a78d35e55429974737f78c3,0.6666666666666666,26,26,0,0.0
5a78d35e55429974737f78c3,0.8,26,26,0,0.0
5a78d35e55429974737f78c3,0.8571428571428571,26,26,0,0.0
5a78d35e55429974737f78c3,1.0,26,26,0,0.0
5a7a43245542994f819ef19d,0.2,41,41,0,0.0
5a7a43245542994f819ef19d,0.28571428571428575,41,41,0,0.0
5a7a43245542994f819ef19d,0.3333333333333333,41,41,0,0.0
5a7a43245542994f819ef19d,0.4,41,41,0,0.0
5a7a43245542994f819ef19d,0.5,41,41,0,0.0
5a7a43245542994f819ef19d,0.6666666666666666,68,68,0,0.0
5a7a43245542994f819ef19d,0.8,68,68,0,0.0
5a7a43245542994f819ef19d,0.8571428571428571,68,68,0,0.0
5a7a43245542994f819ef19d,1.0,68,68,0,0.0
5a7cd7f055429909bec7683e,0.2,42,42,0,0.0
5a7cd7f055429909bec7683e,0.28571428571428575,42,42,0,0.0
5a7cd7f055429909bec7683e,0.3333333333333333,42,42,0,0.0
5a7cd7f055429909bec7683e,0.4,88,104,16,0.18181818181818182
5a7cd7f055429909bec7683e,0.5,88,104,16,0.18181818181818182
